Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%),Raw Asset Class,Simplified Asset Class
IBHF,iShares iBonds 2026 Term High Yield and Income ETF,Bond,"$769,837,000",-0.90%,"352,027",$22.57,0.00%,No,False,-2.34%,-2.35%,5.79%,4.95%,,"$125,879,425.00","-$14,828,330.00","-$10,192,990.00","$422,291,740.00","$754,913,715.00","$767,608,175.43",Corporate Bonds,2020-11-10,0.35%,,$1.62,2025-04-01,$0.13,7.17%,0.0,0.34,113.0,20.98%,40%,20%,1099,$22.70,$23.33,$22.45,$22.75,26.5,C+,C+,,B-,A,,5.72,72.81%,30.87%,249.82,9.68%,1.75%,Bond,Bond
TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Bond,"$767,555,000",3.38%,"172,921",$23.82,-0.17%,No,False,-0.92%,0.67%,6.36%,1.26%,2.36%,"$24,230,450.00","-$28,840,560.00","-$14,506,085.00","-$31,399,385.00","$28,412,275.00","$322,647,400.00",Inflation-Protected Bonds,2011-09-19,0.18%,,$1.04,2025-04-01,$0.19,4.36%,0.0,0.18,23.0,57.42%,40%,20%,1099,$23.55,$24.19,$23.77,$23.91,52.57,B+,B+,A-,B+,B-,C+,5.86,75.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,Bond,"$642,705,000",3.13%,"247,187",$21.79,-0.18%,No,False,0.28%,1.20%,6.67%,1.33%,-1.52%,"$187,692,278.30","$6,531,869.00","$54,152,351.90","$408,548,437.35","$618,103,762.35","$618,142,352.35",Government Bonds,2020-02-25,0.07%,,$0.84,2025-04-01,$0.07,3.84%,0.0,0.08,24.0,56.42%,40%,20%,1099,$21.43,$21.90,$21.71,$21.86,62.64,C+,B,B,B-,B-,,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
UBND,VictoryShares Core Plus Intermediate Bond ETF,Bond,"$629,799,000",1.71%,"105,835",$21.56,-0.96%,No,False,-1.20%,-0.48%,5.79%,0.62%,,"$87,271,646.48","$4,335,967.03","$12,469,987.47","$311,095,953.06","$433,430,365.56","$1,207,021,903.06",Total Bond Market,2021-10-05,0.40%,,$0.98,2025-03-10,$0.08,4.54%,0.0,0.34,1035.0,20.53%,40%,20%,1099,$21.54,$21.95,$21.52,$21.65,45.65,C,B-,,C,C,,0.0,,,,,,Bond,Bond
FLMI,Franklin Dynamic Municipal Bond ETF,Bond,"$615,570,000",-1.81%,"249,756",$23.77,-1.61%,No,False,-2.82%,-3.54%,2.05%,2.65%,2.59%,"$208,095,000.00","$10,950,500.00","$32,965,000.00","$426,209,000.00","$546,201,500.00","$614,317,500.00",National Munis,2017-08-31,0.30%,,$0.99,2025-04-01,$0.09,4.11%,0.0,0.15,776.0,14.41%,40%,20%,1099,$24.04,$24.72,$23.63,$23.93,33.34,B-,B-,,B-,A,,0.0,,,,,,Bond,Bond
IBHE,iShares iBonds 2025 Term High Yield & Income ETF,Bond,"$584,693,000",1.03%,"191,053",$23.12,0.43%,No,False,-0.13%,0.06%,6.03%,5.71%,7.76%,"-$44,101,160.00","-$4,626,680.00","-$18,574,105.00","$117,029,630.00","$539,403,875.00","$558,044,985.00",High Yield Bonds,2019-05-07,0.35%,,$1.50,2025-04-01,$0.11,6.50%,0.0,0.35,240.0,34.32%,40%,20%,1099,$23.06,$23.20,$23.05,$23.19,54.09,B-,A-,B,A-,A,,5.94,82.98%,35.20%,173.93,11.68%,3.87%,Bond,Bond
FLHY,Franklin High Yield Corporate ETF,Bond,"$569,829,000",-2.62%,"121,040",$22.87,-0.13%,No,False,-3.72%,-4.17%,3.73%,4.65%,6.89%,"-$6,378,500.00","-$25,614,000.00","-$25,614,000.00","$320,302,500.00","$271,882,500.00","$472,819,500.00",High Yield Bonds,2018-05-30,0.40%,,$1.57,2025-04-01,$0.14,6.85%,0.0,0.44,253.0,11.50%,40%,20%,1099,$23.10,$24.16,,,24.91,B+,B,A,B-,A,,5.18,6.86%,23.50%,302.06,9.05%,1.69%,Bond,Bond
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,Bond,"$512,283,000",0.41%,"91,650",$25.09,0.00%,No,False,-0.67%,-0.50%,2.65%,1.84%,0.90%,"$11,319,760.30",$0.00,"$2,524,627.65","$90,716,593.35","$427,105,728.35","$494,164,468.35",National Munis,2019-04-09,0.18%,,$0.60,2025-04-01,$0.05,2.40%,0.0,0.12,1411.0,4.89%,40%,20%,1099,$25.13,$25.30,$25.01,$25.17,42.41,B-,A-,,B+,C+,,0.0,,,,,,Bond,Bond
IBMO,iShares iBonds Dec 2026 Term Muni Bond ETF,Bond,"$505,099,000",0.18%,"74,863",$25.36,-0.08%,No,False,-0.69%,-0.68%,2.75%,1.75%,0.97%,"-$3,831,756.50",$0.00,"$2,554,890.75","$50,863,399.15","$348,430,884.15","$479,917,819.15",National Munis,2019-04-02,0.18%,,$0.57,2025-04-01,$0.05,2.24%,0.0,0.11,1395.0,5.36%,40%,20%,1099,$25.43,$25.59,$25.30,$25.44,37.83,B,B+,,B+,C+,,0.0,,,,,,Bond,Bond
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,Bond,"$503,380,000",0.86%,"68,847",$47.53,-0.36%,No,False,-1.41%,-0.80%,5.51%,2.94%,2.16%,"$38,247,655.00","-$2,407,645.00","$12,050,705.00","$157,921,980.00","$259,283,610.00","$410,034,585.00",Corporate Bonds,2014-11-12,0.15%,,$2.34,2025-04-01,$0.20,4.93%,0.0,0.19,1674.0,3.05%,40%,20%,1099,$47.63,$48.38,$47.42,$47.73,40.98,B-,B-,B+,B+,A-,B,6.83,90.38%,65.99%,196.88,7.06%,2.64%,Bond,Bond
XTEN,BondBloxx Bloomberg Ten Year Target Duration US Treasury ETF,Bond,"$501,745,000",3.19%,"200,935",$45.85,-1.25%,No,False,-1.69%,-0.11%,4.82%,,,"$255,852,926.00","-$60,319,936.00","-$34,847,112.00","$367,987,605.00","$498,245,395.00","$498,245,395.00",Government Bonds,2022-09-13,0.08%,,$1.88,2025-04-01,$0.16,4.06%,0.0,-0.84,63.0,35.05%,40%,20%,1099,$45.43,$47.11,$45.63,$46.23,48.42,C+,B,,B-,,,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
IBMN,iShares iBonds Dec 2025 Term Muni Bond ETF,Bond,"$471,265,000",0.65%,"72,616",$26.65,0.38%,No,False,-0.11%,-0.02%,3.20%,1.87%,1.07%,"-$18,679,206.15","-$1,335,200.50","-$5,342,541.40","-$69,126,640.50","$270,667,754.50","$404,904,009.50",National Munis,2018-11-13,0.18%,,$0.55,2025-04-01,$0.05,2.06%,0.0,0.07,1086.0,15.21%,40%,20%,1099,$26.62,$26.72,,,51.17,B,B+,,A-,B-,,0.0,,,,,,Bond,Bond
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,Bond,"$436,407,000",-1.07%,"134,358",$21.81,-0.68%,No,False,-2.74%,-3.08%,5.14%,3.61%,5.96%,"$78,953,900.00",$0.00,"$8,991,900.00","$253,753,000.00","$397,664,300.00","$433,166,000.00",High Yield Bonds,2019-09-12,0.42%,,$1.51,2025-03-24,$0.12,6.91%,0.0,0.48,153.0,20.61%,40%,20%,1099,$22.00,$22.70,,,25.13,B,B,,C+,B,,5.34,24.11%,25.47%,200.03,7.32%,2.04%,Bond,Bond
IBMQ,iShares iBonds Dec 2028 Term Muni Bond ETF,Bond,"$423,992,000",-0.59%,"81,592",$24.88,-0.96%,No,False,-1.54%,-1.59%,1.32%,1.48%,0.69%,"$25,176,703.70",$0.00,"$5,049,968.00","$109,859,460.20","$347,422,845.20","$391,022,675.20",National Munis,2019-04-16,0.18%,,$0.60,2025-04-01,$0.05,2.42%,0.0,0.14,1296.0,5.65%,40%,20%,1099,$25.09,$25.38,$24.77,$25.09,32.69,B-,B+,,B,C+,,0.0,,,,,,Bond,Bond
DBND,DoubleLine Opportunistic Core Bond ETF,Bond,"$422,868,000",1.94%,"54,550",$45.62,-0.28%,No,False,-0.98%,-0.30%,6.17%,1.74%,,"$74,615,000.00",$0.00,"$10,102,600.00","$159,793,800.00","$400,561,600.00","$425,331,600.00",Total Bond Market,2022-03-31,0.50%,,$2.32,2025-04-01,$0.19,5.08%,0.0,-0.39,785.0,29.94%,40%,20%,1099,$45.52,$46.23,$45.46,$45.79,47.68,,C+,,,,,0.0,,,,,,Bond,Bond
IBTK,iShares iBonds Dec 2030 Term Treasury ETF,Bond,"$401,462,000",3.36%,"132,813",$19.65,-0.30%,No,False,0.05%,1.14%,6.78%,0.64%,,"$80,340,753.95","$1,967,086.25","$17,634,245.00","$179,311,231.20","$360,586,636.20","$408,662,011.20",Government Bonds,2020-07-14,0.07%,,$0.76,2025-04-01,$0.06,3.85%,0.0,0.2,18.0,76.38%,40%,20%,1099,$19.31,$19.81,$19.58,$19.73,59.21,C+,B+,B-,B-,C,,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
IBD,Inspire Corporate Bond ETF,Bond,"$401,030,000",0.47%,"122,692",$23.33,-0.64%,No,False,-1.85%,-0.98%,4.39%,2.17%,1.49%,"$63,629,000.00","$21,254,000.00","$21,254,000.00","$135,645,000.00","$179,401,000.00","$307,186,000.00",Corporate Bonds,2017-07-10,0.44%,,$0.99,2025-03-27,$0.09,4.21%,0.0,0.19,251.0,19.41%,40%,20%,1099,$23.49,$23.88,$23.19,$23.60,41.14,B,C,B-,B+,C+,,6.65,92.48%,57.96%,269.42,7.72%,11.29%,Bond,Bond
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,Bond,"$375,384,000",-1.88%,"129,021",$20.93,-0.48%,No,False,-3.46%,-4.06%,4.21%,3.15%,,"$72,227,300.00","-$2,108,900.00","$6,571,200.00","$213,171,400.00","$363,847,000.00","$386,257,900.00",High Yield Bonds,2020-09-16,0.42%,,$1.54,2025-03-24,$0.12,7.35%,0.0,0.46,254.0,13.09%,40%,20%,1099,$21.19,$22.05,$20.75,$21.25,23.7,C+,B-,,C+,C,,5.51,49.41%,27.99%,193.73,5.85%,3.82%,Bond,Bond
FDHY,Fidelity Enhanced High Yield ETF,Bond,"$362,404,000",-3.05%,"60,442",$46.01,-0.73%,No,False,-4.35%,-4.88%,2.89%,3.33%,5.92%,"$14,791,928.70",$0.00,"$25,727.30","$70,651,955.90","$115,263,719.45","$300,756,954.45",High Yield Bonds,2018-06-12,0.35%,,$3.20,2025-03-28,$0.29,6.89%,0.0,0.42,361.0,21.54%,40%,20%,1099,$46.68,$48.98,$45.60,$46.74,23.37,B+,B-,A+,C+,A-,,5.46,39.24%,27.29%,225.56,7.31%,2.91%,Bond,Bond
XEMD,BondBloxx JP Morgan USD Emerging Markets 1-10 Year Bond ETF,Bond,"$334,825,000",-0.80%,"34,631",$40.66,0.22%,No,False,-3.24%,-3.45%,4.45%,,,"$56,932,450.00",$0.00,"-$2,130,240.00","$125,673,620.00","$306,614,345.00","$306,614,345.00",Emerging Markets Bonds,2022-06-30,0.29%,,$2.70,2025-04-01,$0.23,6.65%,0.0,0.46,431.0,9.17%,40%,20%,1099,$41.07,$42.68,$40.42,$41.13,27.21,C,A-,,,,,3.8,15.96%,3.83%,696.52,0.35%,0.03%,Bond,Bond
SHYD,VanEck Short High Yield Muni ETF,Bond,"$318,912,000",-1.55%,"67,394",$21.94,-0.95%,No,False,-2.79%,-3.03%,2.27%,1.44%,2.75%,"$9,037,430.00","$1,132,215.00","$2,257,710.00","-$8,971,065.00","-$90,170,250.00","$71,908,415.00",National Munis,2014-01-13,0.35%,,$0.73,2025-04-01,$0.07,3.34%,0.0,0.21,428.0,12.97%,40%,20%,1099,$22.25,$22.83,,,32.82,A-,C+,C+,C,A,,0.0,,,,,,Bond,Bond
PHB,Invesco Fundamental High Yield® Corporate Bond ETF,Bond,"$317,376,000",-1.83%,"167,577",$17.50,-0.23%,No,False,-3.31%,-3.71%,2.94%,3.81%,5.57%,"-$72,878,200.00","-$3,610,400.00","-$3,610,400.00","-$359,501,400.00","-$509,958,300.00","-$243,588,700.00",High Yield Bonds,2007-11-15,0.50%,Charles Schwab,$1.06,2025-03-24,$0.09,6.03%,0.0,0.43,271.0,10.14%,40%,20%,1099,$17.66,$18.36,$17.36,$17.71,26.62,A-,C+,B+,B,C+,B+,6.2,93.14%,41.05%,211.17,10.57%,3.46%,Bond,Bond
IBTM,iShares iBonds Dec 2032 Term Treasury ETF,Bond,"$308,995,000",3.67%,"123,234",$22.80,-0.35%,No,False,-0.26%,1.04%,6.41%,,,"$49,628,084.05","-$28,864.25","$10,241,498.95","$111,446,255.65","$305,457,600.65","$305,457,600.65",Government Bonds,2022-07-06,0.07%,,$0.88,2025-04-01,$0.08,3.85%,0.0,-0.74,7.0,100.00%,40%,20%,1099,$22.40,$23.09,$22.74,$22.90,55.91,B-,B+,B-,B-,A,,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
IBHG,iShares iBonds 2027 Term High Yield and Income ETF,Bond,"$264,012,000",-1.21%,"116,792",$21.62,0.28%,No,False,-3.01%,-2.91%,4.98%,4.06%,,"$57,067,590.00","-$4,345,880.00","$4,571,340.00","$167,832,075.00","$254,829,300.00","$259,786,640.00",High Yield Bonds,2021-07-07,0.35%,,$1.51,2025-04-01,$0.12,7.00%,0.0,0.46,213.0,17.49%,40%,20%,1099,$21.75,$22.53,$21.39,$21.93,29.52,C+,B+,,B+,A,,5.38,27.66%,25.97%,252.61,11.88%,2.82%,Bond,Bond
PHYL,PGIM Active High Yield Bond ETF,Bond,"$252,045,000",-2.12%,"77,631",$33.41,-0.68%,No,False,-3.66%,-4.06%,4.77%,3.78%,6.91%,"$59,994,925.00","-$9,155,800.00","-$3,062,525.00","$134,789,075.00","$173,104,015.00","$242,186,387.50",High Yield Bonds,2018-09-24,0.39%,,$2.79,2025-04-01,$0.24,8.30%,0.41,0.45,628.0,15.68%,40%,20%,1099,$33.79,$35.24,$33.19,$33.79,22.79,C+,C+,B+,B+,A,,5.31,21.28%,25.05%,341.18,7.75%,2.88%,Bond,Bond
BSMP,Invesco BulletShares 2025 Municipal Bond ETF,Bond,"$245,040,000",0.35%,"54,495",$24.44,0.04%,No,False,-0.16%,0.05%,3.31%,1.83%,1.35%,"-$2,443,900.00","-$2,450,400.00","-$9,798,000.00","$26,941,500.00","$194,123,000.00","$235,361,400.00",National Munis,2019-09-25,0.18%,,$0.62,2025-03-24,$0.05,2.55%,0.0,0.1,1062.0,13.16%,40%,20%,1099,$24.39,$24.51,$24.36,$24.53,47.97,B-,A-,,A-,C,,0.0,,,,,,Bond,Bond
BSJT,Invesco BulletShares 2029 High Yield Corporate Bond ETF,Bond,"$227,976,000",-3.09%,"87,565",$20.40,0.54%,No,False,-3.50%,-4.47%,3.40%,2.86%,,"$64,190,600.00","$4,210,200.00","$14,799,700.00","$185,941,500.00","$227,344,100.00","$234,414,500.00",High Yield Bonds,2021-09-15,0.42%,,$1.44,2025-03-24,$0.12,7.07%,0.0,0.57,397.0,11.94%,40%,20%,1099,$20.52,$21.59,$20.04,$20.82,28.51,C,B,,C,A-,,5.43,33.10%,26.82%,228.84,6.21%,2.35%,Bond,Bond
HYGW,iShares High Yield Corporate Bond BuyWrite Strategy ETF,Bond,"$213,386,000",-2.17%,"49,905",$30.22,0.00%,No,False,-3.18%,-3.27%,1.69%,,,"$19,103,900.00","-$1,496,342.50","-$1,496,342.50","$165,760,060.00","$229,923,682.50","$229,923,682.50",High Yield Bonds,2022-08-18,0.69%,,$3.58,2025-04-02,$0.35,11.85%,0.0,0.46,2.0,100.00%,40%,20%,1099,$30.42,$31.58,$29.98,$30.55,26.2,B+,B,,A,A,,5.5,0.00%,27.68%,244.91,7.94%,2.87%,Bond,Bond
IBHH,iShares iBonds 2028 Term High Yield and Income ETF,Bond,"$212,598,000",,,,0.00%,No,False,,,,,,"$50,463,530.65","-$3,392,516.40","$15,291,245.80","$148,566,790.65","$208,786,710.65","$208,786,710.65",High Yield Bonds,2022-03-08,0.35%,,,,,,,,315.0,11.43%,40%,20%,1099,,,,,,,A,,,,,5.6,61.70%,29.04%,213.06,5.66%,3.16%,Bond,Bond
BKHY,BNY Mellon High Yield ETF,Bond,"$202,488,000",-2.79%,"90,756",$45.58,-0.31%,No,False,-3.98%,-4.55%,3.87%,3.88%,,"-$131,634,000.00","-$141,323,500.00","-$146,087,500.00","-$66,860,500.00","$181,038,999.89","$199,511,890.09",High Yield Bonds,2020-04-24,0.22%,,$3.49,2025-04-01,$0.26,7.66%,0.0,0.43,1691.0,4.32%,40%,20%,1099,$46.04,$48.39,,,24.66,B-,A,,B-,C+,,5.43,33.33%,26.83%,219.8,7.02%,2.98%,Bond,Bond
TAFM,AB Tax-Aware Intermediate Municipal ETF,Bond,"$196,654,000",-2.22%,"66,629",$24.52,-1.61%,No,False,-2.70%,-3.38%,0.81%,,,"$80,799,865.00","$1,255,190.00","$20,110,125.00","$173,697,155.00","$173,697,155.00","$173,697,155.00",National Munis,2023-12-13,0.28%,,$0.83,2025-04-01,$0.07,3.33%,,,282.0,11.90%,40%,20%,1099,$24.81,$25.46,$24.37,$24.74,33.72,B+,A-,,A,B+,,0.0,,,,,,Bond,Bond
UTEN,US Treasury 10 Year Note ETF,Bond,"$191,360,000",3.53%,"60,013",$43.62,-0.55%,No,False,-0.71%,0.67%,5.17%,,,"$40,836,152.00","$3,967,841.00","$13,132,829.00","$86,707,066.00","$191,423,006.09","$191,423,006.09",Government Bonds,2022-08-09,0.15%,,$1.77,2025-04-01,$0.16,4.06%,0.0,-0.76,2.0,100.00%,40%,20%,1099,$42.92,$44.38,$43.36,$43.92,52.92,A,A,C,B+,A,,0.0,,,,,,Bond,Bond
HYDW,Xtrackers Low Beta High Yield Bond ETF,Bond,"$186,140,000",-0.44%,"48,539",$45.19,-0.68%,No,False,-2.41%,-2.33%,4.36%,3.98%,4.69%,"-$125,722,450.00",$0.00,"$2,315,950.00","-$27,352,100.00","-$1,244,902,650.00","$173,905,000.00",High Yield Bonds,2018-01-11,0.20%,,$2.59,2025-04-01,$0.21,5.70%,0.0,0.34,560.0,6.85%,40%,20%,1099,$45.55,$46.70,$44.95,$45.58,31.83,B+,A,A,B,B-,,5.86,80.85%,33.85%,313.12,12.47%,3.19%,Bond,Bond
IBND,SPDR Bloomberg International Corporate Bond ETF,Bond,"$184,661,000",5.28%,"71,363",$29.68,0.41%,No,False,0.75%,0.64%,4.43%,0.32%,0.55%,"-$22,377,529.95",$0.00,"$14,827,516.50","$20,880,460.20","$64,711,515.00","$40,634,030.30",Corporate Bonds,2010-05-19,0.50%,Charles Schwab,$0.72,2025-04-01,$0.06,2.44%,0.0,0.39,754.0,3.95%,40%,20%,1099,$29.16,$29.94,$29.47,$29.92,57.82,B-,C,C,C,C,A-,7.11,89.73%,77.43%,47.17,11.12%,2.45%,Bond,Bond
GHYG,iShares US & Intl High Yield Corp Bond ETF,Bond,"$159,631,000",-1.21%,"23,394",$42.90,-0.12%,No,False,-3.50%,-4.11%,4.15%,3.77%,5.92%,"$17,974,620.00","-$4,314,340.00","$13,511,540.00","$31,214,210.00","$45,193,200.00","$436,480.00",High Yield Bonds,2012-04-03,0.40%,,$2.68,2025-04-01,$0.22,6.25%,0.0,0.49,1608.0,4.52%,40%,20%,1099,$43.32,$45.29,,,27.77,B-,B,B,B-,B-,A,5.67,44.90%,30.12%,218.11,7.99%,3.33%,Bond,Bond
PTBD,Pacer Trendpilot US Bond ETF,Bond,"$156,619,000",-0.24%,"44,298",$19.67,-0.91%,No,False,-2.24%,-2.30%,3.13%,0.02%,-0.21%,"-$4,023,370.00",$0.00,"$2,003,590.00","-$20,134,300.00","-$773,505,600.00","$294,575,210.00",High Yield Bonds,2019-10-22,0.60%,,$1.28,2025-03-27,$0.10,6.48%,0.0,0.29,1153.0,59.61%,40%,20%,1099,$19.82,$20.21,$19.62,$19.78,31.24,A,C+,,B,C,,5.53,0.00%,28.20%,245.45,8.26%,2.97%,Bond,Bond
IBHI,iShares iBonds 2029 Term High Yield and Income ETF,Bond,"$154,181,000",,,,0.00%,No,False,,,,,,"$51,464,270.50","$2,306,717.30","$20,941,505.75","$122,928,659.45","$149,159,404.45","$151,668,444.45",High Yield Bonds,2022-03-08,0.35%,,,,,,,,455.0,12.26%,40%,20%,1099,,,,,,,A-,,,,,5.48,42.08%,27.42%,252.14,6.25%,2.62%,Bond,Bond
JPMB,JPMorgan USD Emerging Markets Sovereign Bond ETF,Bond,"$152,930,000",-1.23%,"197,456",$36.77,-0.97%,No,False,-4.40%,-4.16%,1.23%,1.05%,2.01%,"-$351,543,000.00","-$7,460,000.00","-$7,460,000.00","-$499,266,000.00","$104,670,000.00","$90,311,000.00",Emerging Markets Bonds,2018-01-29,0.39%,,$2.67,2025-04-01,$0.20,7.17%,0.0,0.45,289.0,12.31%,40%,20%,1099,$37.44,$38.98,$36.42,$37.32,26.49,B,B,A-,B-,B+,,3.84,20.45%,3.99%,775.04,0.25%,0.13%,Bond,Bond
XSVN,BondBloxx Bloomberg Seven Year Target Duration US Treasury ETF,Bond,"$145,543,000",3.63%,"32,816",$47.45,-0.63%,No,False,-0.57%,0.85%,6.05%,,,"$24,133,818.00","$4,295,732.00","-$9,872,449.00","$2,732,637.00","$141,389,326.00","$141,389,326.00",Government Bonds,2022-09-13,0.05%,,$1.98,2025-04-01,$0.18,4.14%,0.0,-0.7,36.0,74.54%,40%,20%,1099,$46.68,$48.19,$47.35,$47.66,53.79,C,A-,,B-,,,5.86,16.17%,33.72%,0.0,0.00%,0.00%,Bond,Bond
GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,Bond,"$140,368,000",-2.48%,"11,003",$42.62,-0.51%,No,False,-3.95%,-4.38%,4.27%,3.72%,5.47%,"$2,259,000.00",$0.00,$0.00,"$13,171,500.00","-$10,827,000.00","$100,321,000.00",High Yield Bonds,2017-09-05,0.15%,,$3.05,2025-04-01,$0.27,7.05%,0.0,0.43,609.0,5.27%,40%,20%,1099,$43.13,$45.15,$42.23,$43.25,25.21,B-,A-,A-,C,B,,5.51,48.46%,27.87%,275.72,9.72%,2.80%,Bond,Bond
FEMB,First Trust Emerging Markets Local Currency Bond ETF,Bond,"$139,330,000",3.47%,"39,329",$26.48,1.81%,No,False,-1.74%,-2.43%,-1.20%,2.14%,2.06%,"-$44,677,550.00","-$2,672,000.00","-$2,672,000.00","-$11,664,800.00","-$103,645,337.50","$73,022,757.00",Emerging Markets Bonds,2014-11-04,0.85%,,$1.59,2025-03-27,$0.14,6.02%,0.0,0.43,53.0,38.34%,40%,20%,1099,$26.36,$27.49,$25.91,$27.00,45.2,B+,C,C+,B+,A,B-,4.72,65.32%,18.46%,2.41,0.00%,0.08%,Bond,Bond
XFIV,BondBloxx Bloomberg Five Year Target Duration US Treasury ETF,Bond,"$135,071,000",3.32%,"36,539",$49.04,-0.22%,No,False,0.04%,1.20%,6.68%,,,"-$10,245,147.00","$2,944,743.00","$20,942,674.00","$55,521,241.00","$134,353,467.00","$134,353,467.00",Government Bonds,2022-09-13,0.05%,,$1.97,2025-04-01,$0.16,4.01%,0.0,-0.57,49.0,35.01%,40%,20%,1099,$48.16,$49.45,$48.91,$49.17,58.71,C,A-,,B,,,5.86,16.17%,33.72%,0.0,0.00%,0.00%,Bond,Bond
HYTR,Counterpoint High Yield Trend ETF,Bond,"$116,717,000",-2.68%,"60,668",$20.95,-0.66%,No,False,-3.85%,-4.47%,3.30%,2.39%,1.59%,"$43,228,250.00","$2,633,000.00","$12,986,000.00","$112,697,000.00","$111,731,250.00","$108,736,500.00",High Yield Bonds,2020-01-21,0.79%,,$1.20,2025-03-14,$0.10,5.75%,0.0,0.19,5.0,100.00%,40%,20%,1099,$21.20,$22.17,$20.84,$21.15,25.06,C,C,,A,C,,5.49,44.44%,27.60%,241.04,7.31%,2.83%,Bond,Bond
BSJU,Invesco BulletShares 2030 High Yield Corporate Bond ETF,Bond,"$106,236,000",-2.91%,"32,029",$24.54,-0.93%,No,False,-4.00%,-4.59%,3.25%,,,"$18,084,800.00",$0.00,"$2,561,200.00","$64,828,600.00","$104,636,700.00","$104,636,700.00",High Yield Bonds,2022-09-08,0.42%,,$1.83,2025-03-24,$0.14,7.45%,0.0,-0.82,166.0,20.43%,40%,20%,1099,$24.88,$25.99,,,24.59,,A-,,,,,5.73,73.29%,30.93%,177.28,5.62%,3.36%,Bond,Bond
PIFI,ClearShares Piton Intermediate Fixed income ETF,Bond,"$101,160,000",2.07%,"1,292",$93.76,-0.16%,No,False,-0.27%,0.51%,5.48%,2.06%,,$0.00,$0.00,$0.00,"$403,284,960.00","$371,330,867.50","$509,786,927.50",Corporate Bonds,2020-10-01,0.45%,,$2.33,2025-03-28,$0.20,2.47%,0.0,0.13,71.0,28.77%,40%,20%,1099,$92.95,$94.43,$93.73,$93.80,55.53,C,C,,B+,B+,,5.95,21.80%,35.36%,263.32,8.01%,0.98%,Bond,Bond
BSMV,Invesco BulletShares 2031 Municipal Bond ETF,Bond,"$98,846,400",-2.89%,"36,865",$20.18,-2.28%,No,False,-2.93%,-3.26%,-1.50%,-0.33%,,"$12,507,500.00",$0.00,"$2,056,400.00","$44,047,900.00","$91,748,800.00","$96,618,200.00",National Munis,2021-09-15,0.18%,,$0.64,2025-03-24,$0.05,3.19%,0.0,0.38,1006.0,5.99%,40%,20%,1099,$20.48,$21.00,$20.03,$20.41,31.67,C+,B+,,C,B+,,0.0,,,,,,Bond,Bond
CRDT,Simplify Opportunistic Income ETF,Bond,"$97,691,100",0.56%,"30,644",$24.83,-0.72%,No,False,-2.58%,-3.59%,5.33%,,,"$21,756,775.00","-$13,050.00","$4,460,975.00","$24,381,975.00","$98,582,125.00","$98,582,125.00",Corporate Bonds,2023-06-26,1.48%,E*TRADE,$1.80,2025-03-26,$0.14,7.19%,0.0,0.18,85.0,30.68%,40%,20%,1099,$25.10,$25.93,$24.68,$25.12,29.9,C,C,C+,C,A,C,0.0,,,,,,Bond,Bond
NUHY,Nuveen ESG High Yield Corporate Bond ETF,Bond,"$96,340,500",-2.33%,"32,881",$20.31,-0.34%,No,False,-3.74%,-4.36%,3.83%,2.90%,4.72%,"$8,513,353.88",$0.00,"$2,115,087.31","$18,993,773.84","$8,777,263.84","$62,481,153.84",High Yield Bonds,2019-09-25,0.31%,,$1.39,2025-04-01,$0.13,6.77%,0.0,0.44,396.0,9.62%,40%,20%,1099,$20.54,$21.48,,,26.73,B-,A-,,B+,B+,,6.21,93.62%,41.30%,174.15,2.52%,4.70%,Bond,Bond
